fnr_boot_lo,fnr_boot_hi,n_test_clusters,lam,lam_index,feasible,controlled_risk,region_fnr,marked_area_fraction,fp_components_per_image,fp_lam_index,n_test_images,n_test_components,n_missed_components,region_fnr_component_avg,monitor_ks,monitor_flag,fnr_stratum0,fnr_stratum1,fnr_stratum2,weight_ess,weight_p_test,realized_pixel_fnr,seed,class_name,alpha,rho,method,model,scheme,n_cal_images
,,,0.9988984606904586,493,True,0.03309880300011879,0.03309880300011879,0.03578432649374008,31.58,475,200,1321.0,40.0,0.03028009084027252,0.10000000000000003,False,0.050872093023255814,0.01037344398340249,0.0,,,0.05665896363901561,0,person,0.05,0.1,region_crc,segformer_b5_cityscapes,cityscapes_val_half,202
,,,0.9994988127663728,550,True,0.0200630887144045,0.0200630887144045,0.041508160531520844,38.768,550,200,1321.0,29.0,0.02195306585919758,0.08800000000000008,False,0.0377906976744186,0.006224066390041493,0.0,,,0.04339721381354954,0,person,0.05,0.1,pixel_crc,segformer_b5_cityscapes,cityscapes_val_half,202
,,,0.9919462155880093,349,True,0.09456358772806141,0.09456358772806141,0.02482582814991474,18.276,325,200,1321.0,98.0,0.07418622255866768,0.07999999999999996,False,0.12645348837209303,0.022821576763485476,0.0,,,0.1072438813135709,0,person,0.1,0.1,region_crc,segformer_b5_cityscapes,cityscapes_val_half,202
,,,0.992483771059818,354,True,0.09320644487091855,0.09320644487091855,0.025126533582806587,20.74,350,200,1321.0,96.0,0.07267221801665405,0.07999999999999996,False,0.125,0.02074688796680498,0.0,,,0.10515752805058648,0,person,0.1,0.1,pixel_crc,segformer_b5_cityscapes,cityscapes_val_half,202
,,,0.916823622889733,180,True,0.21525272802962434,0.2152527280296243,0.017005685716867447,7.5,175,200,1321.0,236.0,0.17865253595760788,0.068,False,0.30959302325581395,0.04771784232365145,0.0,,,0.19261416815462531,0,person,0.2,0.1,region_crc,segformer_b5_cityscapes,cityscapes_val_half,202
,,,0.8857121665210228,157,True,0.24118799597805016,0.24118799597805016,0.01617034524679184,6.332,150,200,1321.0,271.0,0.20514761544284632,0.06799999999999995,False,0.3561046511627907,0.05394190871369295,0.0,,,0.20871068647659213,0,person,0.2,0.1,pixel_crc,segformer_b5_cityscapes,cityscapes_val_half,202
,,,0.999738181699178,597,True,0.03333637609953399,0.03333637609953399,0.04694695398211479,41.856,575,200,1321.0,37.0,0.028009084027252083,0.08400000000000007,False,0.0436046511627907,0.014522821576763486,0.0,,,0.033209445590089766,0,person,0.05,0.5,region_crc,segformer_b5_cityscapes,cityscapes_val_half,202
,,,0.9994988127663728,550,True,0.04828169880801459,0.04828169880801459,0.041508160531520844,38.768,550,200,1321.0,50.0,0.03785011355034065,0.08800000000000008,False,0.061046511627906974,0.016597510373443983,0.0,,,0.04339721381354954,0,person,0.05,0.5,pixel_crc,segformer_b5_cityscapes,cityscapes_val_half,202
,,,0.9980591141224072,452,True,0.08721726251331514,0.08721726251331514,0.032170265913009644,29.668,450,200,1321.0,88.0,0.06661619984859955,0.11199999999999999,False,0.10755813953488372,0.029045643153526972,0.0,,,0.06843151199533294,0,person,0.1,0.5,region_crc,segformer_b5_cityscapes,cityscapes_val_half,202
,,,0.992483771059818,354,True,0.14767196032095412,0.14767196032095412,0.025126533582806587,20.74,350,200,1321.0,151.0,0.11430734292202877,0.07999999999999996,False,0.18895348837209303,0.043568464730290454,0.0,,,0.10515752805058648,0,person,0.1,0.5,pixel_crc,segformer_b5_cityscapes,cityscapes_val_half,202
,,,0.9720745615876266,259,True,0.22346462264515674,0.22346462264515668,0.020188260823488235,12.184,250,200,1321.0,236.0,0.17865253595760788,0.05600000000000005,False,0.29941860465116277,0.06224066390041494,0.0,,,0.14675432947987188,0,person,0.2,0.5,region_crc,segformer_b5_cityscapes,cityscapes_val_half,202
,,,0.8857121665210228,157,True,0.3250495587931734,0.3250495587931734,0.01617034524679184,6.332,150,200,1321.0,371.0,0.2808478425435276,0.06799999999999995,False,0.47238372093023256,0.0954356846473029,0.0,,,0.20871068647659213,0,person,0.2,0.5,pixel_crc,segformer_b5_cityscapes,cityscapes_val_half,202
